folder,dta,pos,variable,label,col_type
42y,bcs70_2012_flatfile.dta,1028,B9HYSTOP,CASI:Whether ever had an operation to remove uterus (womb),dbl+lbl
42y,bcs70_2012_flatfile.dta,1029,B9HYOV1P,CASI:Whether ovary and uterus removed in one operation or separately,dbl+lbl
42y,bcs70_2012_flatfile.dta,1030,B9HYOV2P,CASI:Whether ovaries and uterus removed in one operation or separately,dbl+lbl
42y,bcs70_2012_flatfile.dta,1031,B9OV_HY1,CASI:Derived variable: Had one ovary out in separate operation,dbl+lbl
42y,bcs70_2012_flatfile.dta,1032,B9OV_HY2,CASI:Derived variable: Had both ovaries out in separate operation,dbl+lbl
42y,bcs70_2012_flatfile.dta,1033,B9OV_HY3,CASI:Derived variable: Had womb out in separate operation,dbl+lbl
42y,bcs70_2012_flatfile.dta,1034,B9OV_HY4,CASI:Derived variable: Had ovary/ies AND womb out in a SINGLE operation,dbl+lbl
42y,bcs70_2012_flatfile.dta,1035,B9OV_HY5,CASI:Derived variable: Had nothing out/ DK/ DWTA,dbl+lbl
42y,bcs70_2012_flatfile.dta,1036,B9OVAGE,CASI:Age when had operation for the removal of one ovary (oophorectomy),dbl+lbl
42y,bcs70_2012_flatfile.dta,1037,B9OVMTH,CASI:What month was operation to remove one ovary (oophorectomy),dbl+lbl
42y,bcs70_2012_flatfile.dta,1038,B9OV2AGE,CASI:Age when had operation to remove both ovaries (bilateral oophorectomy),dbl+lbl
42y,bcs70_2012_flatfile.dta,1039,B9OV2MTH,CASI:What month was operation to remove both ovaries (bilateral oophorectomy),dbl+lbl
42y,bcs70_2012_flatfile.dta,1040,B9HYAGE,CASI:Age when had operation for the removal of uterus (womb) (a hysterectomy),dbl+lbl
42y,bcs70_2012_flatfile.dta,1041,B9HYMTH,CASI:What month was operation to remove uterus (womb) (a hysterectomy),dbl+lbl
42y,bcs70_2012_flatfile.dta,1042,B9HYOVAG,CASI:Age when had op for the removal of uterus (womb) and one/both ovaries,dbl+lbl
42y,bcs70_2012_flatfile.dta,1043,B9HYOVMT,CASI:What month was operation to remove uterus (womb) and one/both ovaries,dbl+lbl
42y,bcs70_2012_flatfile.dta,1044,B9MEN12M,CASI:In the last 12 months whether had a period or menstrual bleeding,dbl+lbl
42y,bcs70_2012_flatfile.dta,1045,B9MNSTP1,CASI:Main reason periods stopped,dbl+lbl
42y,bcs70_2012_flatfile.dta,1046,B9MEN3M,CASI:In the last 3 months whether had a period or menstrual bleeding,dbl+lbl
42y,bcs70_2012_flatfile.dta,1047,B9MENAGE,CASI:Age when had last period,dbl+lbl
42y,bcs70_2012_flatfile.dta,1048,B9MENMTH,CASI:Month of last period,dbl+lbl
42y,bcs70_2012_flatfile.dta,1049,B9MENTYP,CASI:Wh periods became more/less regular in last few years/before last period,dbl+lbl
42y,bcs70_2012_flatfile.dta,1050,B9MENREG,CASI:When first noticed change in regularity of periods,dbl+lbl
42y,bcs70_2012_flatfile.dta,1051,B9HRTCUR,CASI:Whether currently on hormone replacement therapy (HRT),dbl+lbl
42y,bcs70_2012_flatfile.dta,1052,B9HRTEVR,CASI:Whether ever had HRT,dbl+lbl
42y,bcs70_2012_flatfile.dta,1053,B9HRTAGE,CASI:Age when first started HRT,dbl+lbl
42y,bcs70_2012_flatfile.dta,1054,B9HRTMTH,CASI:Month first started HRT,dbl+lbl
42y,bcs70_2012_flatfile.dta,1055,B9HRTPER,CASI:Before started HRT had menstrual periods stopped,dbl+lbl
42y,bcs70_2012_flatfile.dta,1056,B9HRTPRA,CASI:Age when you had last period before starting HRT,dbl+lbl
42y,bcs70_2012_flatfile.dta,1057,B9HRTPRB,CASI:Month of last period before starting HRT,dbl+lbl
42y,bcs70_2012_flatfile.dta,1058,B9CURPRG,CASI:Whether currently pregnant/Whether anyone currently pregnant by CM,dbl+lbl
42y,bcs70_2012_flatfile.dta,1059,B9BABNUM,CASI:Number of babies carrying/being carried,dbl+lbl
42y,bcs70_2012_flatfile.dta,1060,B9STERLE,CASI:Whether had a vasectomy/been sterilised,dbl+lbl
42y,bcs70_2012_flatfile.dta,1061,B9WNTCHL,CASI:Whether currently want to have a/another child,dbl+lbl
42y,bcs70_2012_flatfile.dta,1062,B9MORCHL,CASI:Likelihood of having a/another child,dbl+lbl
42y,bcs70_2012_flatfile.dta,1063,B9WHNC01,CASI:Reasons not (yet) had children: Infertility problem (personal),dbl+lbl
42y,bcs70_2012_flatfile.dta,1064,B9WHNC02,CASI:Reasons not (yet) had children: Infertility problem (partner),dbl+lbl
42y,bcs70_2012_flatfile.dta,1065,B9WHNC03,CASI:Reasons not (yet) had children: Partner sterilised/had vasectomy/hysteret,dbl+lbl
42y,bcs70_2012_flatfile.dta,1066,B9WHNC04,CASI:Reasons not (yet) had children: Other health reason,dbl+lbl
42y,bcs70_2012_flatfile.dta,1067,B9WHNC05,CASI:Reasons not (yet) had children: I have not wanted to have children,dbl+lbl
42y,bcs70_2012_flatfile.dta,1068,B9WHNC06,CASI:Reasons not (yet) had children: Wanted children but not got round to it,dbl+lbl
42y,bcs70_2012_flatfile.dta,1069,B9WHNC07,CASI:Reasons not (yet) had children: My partner not wanted,dbl+lbl
42y,bcs70_2012_flatfile.dta,1070,B9WHNC08,CASI:Reasons not (yet) had children: Partner already has,dbl+lbl
42y,bcs70_2012_flatfile.dta,1071,B9WHNC09,CASI:Reasons not (yet) had children: Haven't met right person to have children,dbl+lbl
42y,bcs70_2012_flatfile.dta,1072,B9WHNC10,CASI:Reasons not (yet) had children: Financial situation wd make it difficult,dbl+lbl
42y,bcs70_2012_flatfile.dta,1073,B9WHNC11,CASI:Reasons not (yet) had children: Housing situation difficult,dbl+lbl
42y,bcs70_2012_flatfile.dta,1074,B9WHNC12,CASI:Reasons not (yet) had children: Don't want to compromise relationship,dbl+lbl
42y,bcs70_2012_flatfile.dta,1075,B9WHNC13,CASI:Reasons not (yet) had children: I have been focused on my career,dbl+lbl
42y,bcs70_2012_flatfile.dta,1076,B9WHNC14,CASI:Reasons not (yet) had children: In a homosexual relationship,dbl+lbl
42y,bcs70_2012_flatfile.dta,1077,B9WHNC15,CASI:Reasons not (yet) had children: No particular reason,dbl+lbl
42y,bcs70_2012_flatfile.dta,1078,B9WHNC16,CASI:Reasons not (yet) had children: Other reason,dbl+lbl
42y,bcs70_2012_flatfile.dta,1079,B9WHNC17,CASI:Reasons not (yet) had children: Don't know,dbl+lbl
42y,bcs70_2012_flatfile.dta,1080,B9WHNC18,CASI:Reasons not (yet) had children: Don't want to answer,dbl+lbl
42y,bcs70_2012_flatfile.dta,1081,B9WHNCBC,CASI:Whether WHYNOC backcoded to multiple responses,dbl+lbl
42y,bcs70_2012_flatfile.dta,1082,B9WHNC2,CASI:Most important reason why have not (yet) had children,dbl+lbl
42y,bcs70_2012_flatfile.dta,1083,B9FERT1,CASI:Whetherused fertility treatment: Receive medication,dbl+lbl
42y,bcs70_2012_flatfile.dta,1084,B9FERT2,CASI:Wh. used fertility treatment: In vitro fertilisation/micro-fertilisation,dbl+lbl
42y,bcs70_2012_flatfile.dta,1085,B9FERT3,CASI:Whetherused fertility treatment: Surgery,dbl+lbl
42y,bcs70_2012_flatfile.dta,1086,B9FERT4,CASI:Whetherused fertility treatment: Artificial insemination,dbl+lbl
42y,bcs70_2012_flatfile.dta,1087,B9FERT5,CASI:Whetherused fertility treatment: Some other form of medical treatment,dbl+lbl
42y,bcs70_2012_flatfile.dta,1088,B9FERT6,CASI:Whetherused fertility treatment: No – none of these,dbl+lbl
42y,bcs70_2012_flatfile.dta,1089,B9FERT7,CASI:Whetherused fertility treatment: Don't know,dbl+lbl
42y,bcs70_2012_flatfile.dta,1090,B9FERT8,CASI:Whetherused fertility treatment: Don't want to answer,dbl+lbl
42y,bcs70_2012_flatfile.dta,1091,B9FERCON,CASI:Whether fertility treatments resulted in CM/partner getting pregnant,dbl+lbl
42y,bcs70_2012_flatfile.dta,1092,B9FERCN,CASI:No. of occasions fertility treatments resulted in CM/partner pregnant,dbl+lbl
42y,bcs70_2012_flatfile.dta,1093,B9FERLB,CASI:Whether any of fertility treatment pregnancies resulted in a live birth,dbl+lbl
42y,bcs70_2012_flatfile.dta,1094,B9FERLBN,CASI:Number of  fertility treatment pregnancies that resulted in a live birth,dbl+lbl
42y,bcs70_2012_flatfile.dta,1095,B9EVPGSB,CASI:Whether had still-birth/miscarriage/termination,dbl+lbl
42y,bcs70_2012_flatfile.dta,1096,B9PGSBMY,CASI:Number of times have had still-birth/miscarriage/ termination,dbl+lbl
42y,bcs70_2012_flatfile.dta,1097,B9RELST1,"CASI:Happiness of relationship from 1 to 7 (1=very unhappy, 7=very happy)",dbl+lbl
42y,bcs70_2012_flatfile.dta,1098,B9WCOOKS,CASI:Who does this most of the time: Preparing and cooking the main meal,dbl+lbl
42y,bcs70_2012_flatfile.dta,1099,B9WSHOPS,CASI:Who does this most of the time: Doing the shopping,dbl+lbl
42y,bcs70_2012_flatfile.dta,1100,B9WCLEAN,CASI:Who does this most of the time: Cleaning the home,dbl+lbl
42y,bcs70_2012_flatfile.dta,1101,B9WWASH,CASI:Who does this most of the time: Laundry and ironing,dbl+lbl
42y,bcs70_2012_flatfile.dta,1102,B9WDIY,"CASI:Who does this most of the time: Household repairs, DIY, decorating",dbl+lbl
42y,bcs70_2012_flatfile.dta,1103,B9WCASH,CASI:Who does this most of the time: Household money and paying bills,dbl+lbl
42y,bcs70_2012_flatfile.dta,1104,B9WTENDS,CASI:Who does this most of the time: Looking after children when they are ill,dbl+lbl
42y,bcs70_2012_flatfile.dta,1105,B9WTEACH,CASI:Who does this most of the time: Teaching children good behaviour,dbl+lbl
42y,bcs70_2012_flatfile.dta,1106,B9WCARES,CASI:Who does this most of the time: Being with and looking after children,dbl+lbl
42y,bcs70_2012_flatfile.dta,1107,B9PAYDM1,CASI:Whether pay anyone to do household tasks: Cooking,dbl+lbl
42y,bcs70_2012_flatfile.dta,1108,B9PAYDM2,CASI:Whether pay anyone to do household tasks: Shopping,dbl+lbl
42y,bcs70_2012_flatfile.dta,1109,B9PAYDM3,CASI:Whether pay anyone to do household tasks: Cleaning,dbl+lbl
42y,bcs70_2012_flatfile.dta,1110,B9PAYDM4,CASI:Whether pay anyone to do household tasks: Laundry and Ironing,dbl+lbl
42y,bcs70_2012_flatfile.dta,1111,B9PAYDM5,CASI:Whether pay anyone to do household tasks: None of these,dbl+lbl
42y,bcs70_2012_flatfile.dta,1112,B9PAYDM6,CASI:Whether pay anyone to do household tasks: Don't know,dbl+lbl
42y,bcs70_2012_flatfile.dta,1113,B9PAYDM7,CASI:Whether pay anyone to do household tasks: Don't want to answer,dbl+lbl
42y,bcs70_2012_flatfile.dta,1114,B9MHPRB1,"CASI:Seen doctor/specialist due to: Feeling low, depressed or sad",dbl+lbl
42y,bcs70_2012_flatfile.dta,1115,B9MHPRB2,CASI:Seen doctor/specialist due to: Feeling generally anxious or jittery,dbl+lbl
42y,bcs70_2012_flatfile.dta,1116,B9MHPRB3,CASI:Seen doctor/specialist due to: Anxious/scared about objects/situations,dbl+lbl
42y,bcs70_2012_flatfile.dta,1117,B9MHPRB4,CASI:Seen doctor/specialist due to:Compelled to repeat actions or thoughts,dbl+lbl
42y,bcs70_2012_flatfile.dta,1118,B9MHPRB5,CASI:Seen doctor/specialist due to: Hearing/seeing things other people haven't,dbl+lbl
42y,bcs70_2012_flatfile.dta,1119,B9MHPRB6,CASI:Seen doctor/specialist due to: Other problems of mood/emotions/behaviour,dbl+lbl
42y,bcs70_2012_flatfile.dta,1120,B9MHPRB7,CASI:Seen doctor/specialist due to: None of the above,dbl+lbl
42y,bcs70_2012_flatfile.dta,1121,B9MHPRB8,CASI:Seen doctor/specialist due to: Don't know,dbl+lbl
42y,bcs70_2012_flatfile.dta,1122,B9MHPRB9,CASI:Seen doctor/specialist due to: Don't want to answer,dbl+lbl
42y,bcs70_2012_flatfile.dta,1123,B9MHSTL1,"CASI:Whether still Feel Low, Depressed Or Sad",dbl+lbl
42y,bcs70_2012_flatfile.dta,1124,B9MHSTL2,CASI:Whether still Feel Generally Anxious Or Jittery,dbl+lbl
42y,bcs70_2012_flatfile.dta,1125,B9MHSTL3,CASI:Whether still Feel Anxious Or Scared About Objects Or Situations,dbl+lbl
42y,bcs70_2012_flatfile.dta,1126,B9MHSTL4,CASI:Whether still Feel Compelled To Repeat Certain Actions Or Thoughts,dbl+lbl
42y,bcs70_2012_flatfile.dta,1127,B9MHSTL5,CASI:Whether still Hear Or See Things That Other People Haven't,dbl+lbl
42y,bcs70_2012_flatfile.dta,1128,B9MHSTL6,"CASI:Whether still Have Problems Affecting Your Mood, Emotions Or Behaviour",dbl+lbl
42y,bcs70_2012_flatfile.dta,1129,B9MHSPEC,CASI:Whether seen a doctor/specialist about mental health issues in last yr,dbl+lbl
42y,bcs70_2012_flatfile.dta,1130,B9JBATIS,CASI:Satisfaction with current job,dbl+lbl
42y,bcs70_2012_flatfile.dta,1131,B9JBFEL1,CASI:Agreement: My job requires that I work very hard,dbl+lbl
42y,bcs70_2012_flatfile.dta,1132,B9JBFEL2,CASI:Agreement: I work under a great deal of tension,dbl+lbl
42y,bcs70_2012_flatfile.dta,1133,B9JBFEL3,CASI:Agreement: My job often involves working to tight deadlines,dbl+lbl
42y,bcs70_2012_flatfile.dta,1134,B9JBFEL4,CASI:Agreement: In my job I have enough opp. to use my knowledge and skills,dbl+lbl
42y,bcs70_2012_flatfile.dta,1135,B9JBFEL5,CASI:Agreement: My job requires that I keep learning new things,dbl+lbl
42y,bcs70_2012_flatfile.dta,1136,B9JBFEL6,CASI:Agreement: My job is boring,dbl+lbl
42y,bcs70_2012_flatfile.dta,1137,B9JBFEL7,CASI:Agreement: I can decide the time I start and finish work,dbl+lbl
42y,bcs70_2012_flatfile.dta,1138,B9JBFEL8,CASI:Agreement: I am closely supervised in my job,dbl+lbl
42y,bcs70_2012_flatfile.dta,1139,B9JBFEL9,CASI:Agreement: My job allows me to take part in decisions that affect my work,dbl+lbl
42y,bcs70_2012_flatfile.dta,1140,B9WRKLFE,CASI:Satisfaction with balance of time spent at work and doing other things,dbl+lbl
42y,bcs70_2012_flatfile.dta,1141,B9WRKLFP,CASI:Satisfaction with partner time at work and doing other things,dbl+lbl
42y,bcs70_2012_flatfile.dta,1142,B9LIFST1,CASI:Satisfaction with the way life has turned out so far on a scale 0 to 10,dbl+lbl
42y,bcs70_2012_flatfile.dta,1143,B9LIFST2,CASI:How satisfied with life expect to be in 10 yrs time on scale from 0 to 10,dbl+lbl
42y,bcs70_2012_flatfile.dta,1144,B9ENDCAS,End of CASI section,dbl+lbl
42y,bcs70_2012_flatfile.dta,1145,B9SCFI,Whether CM completed CASI section,dbl+lbl
42y,bcs70_2012_flatfile.dta,1146,B9PROXHO,Proxy: Carer's relationship to CM,dbl+lbl
42y,bcs70_2012_flatfile.dta,1147,B9PHSTIN,Proxy: Whether living at same address as last interview,dbl+lbl
42y,bcs70_2012_flatfile.dta,1148,B9PYEARM,Proxy: Month moved in to current address,dbl+lbl
42y,bcs70_2012_flatfile.dta,1149,B9PYEARN,Proxy: Year moved in to current address,dbl+lbl
42y,bcs70_2012_flatfile.dta,1150,B9PTE,Proxy: Whether owns or rents accommodation,dbl+lbl
42y,bcs70_2012_flatfile.dta,1151,B9PACT,Proxy: Current activity,dbl+lbl
42y,bcs70_2012_flatfile.dta,1152,B9PSTM,Proxy: Month current activity started,dbl+lbl
42y,bcs70_2012_flatfile.dta,1153,B9PSTY,Proxy: Year current activity started,dbl+lbl
42y,bcs70_2012_flatfile.dta,1154,B9PPRVJB,Proxy: Whether had a job since last interview,dbl+lbl
42y,bcs70_2012_flatfile.dta,1155,B9PXJSUP,Proxy: Whether had/has managerial duties,dbl+lbl
42y,bcs70_2012_flatfile.dta,1156,B9PXSPNM,Proxy: Whether supervises/d more than 25 employees,dbl+lbl
42y,bcs70_2012_flatfile.dta,1157,B9PXJSMP,Proxy: Whether works/ed alone or with employees,dbl+lbl
42y,bcs70_2012_flatfile.dta,1158,B9PXJSNP,Proxy: Number of people employed at workplace,dbl+lbl
42y,bcs70_2012_flatfile.dta,1159,B9PAGEL,PROXY:Whether CM has left full-time continuous education,dbl+lbl
42y,bcs70_2012_flatfile.dta,1160,B9PACTA,PROXY:Age of CM when first left full-time continuous education,dbl+lbl
42y,bcs70_2012_flatfile.dta,1161,B9PFURT,PROXY:CM started more FT education within 3 yrs of finishing continuous educ.,dbl+lbl
42y,bcs70_2012_flatfile.dta,1162,B9PLFTM,PROXY:Age of CM when finished next period of full-time education,dbl+lbl
42y,bcs70_2012_flatfile.dta,1163,B9PEDQL,PROXY:Whether CM obtained any qualifications since last interview/Jan 2000,dbl+lbl
42y,bcs70_2012_flatfile.dta,1164,B9PEDQ01,PROXY:Qualification obtained: GCSE,dbl+lbl
42y,bcs70_2012_flatfile.dta,1165,B9PEDQ02,PROXY:Qualification obtained: A/S Level (not complete A Level),dbl+lbl
42y,bcs70_2012_flatfile.dta,1166,B9PEDQ03,PROXY:Qualification obtained: A Level (or GCE S Level),dbl+lbl
42y,bcs70_2012_flatfile.dta,1167,B9PEDQ04,"PROXY:Qualification obtained: Scottish Standard Grades, Highers etc",dbl+lbl
42y,bcs70_2012_flatfile.dta,1168,B9PEDQ05,PROXY:Qualification obtained: Diploma of Higher Education,dbl+lbl
42y,bcs70_2012_flatfile.dta,1169,B9PEDQ06,"PROXY:Qualification obtained: Degree (eg BA, BSc)",dbl+lbl
42y,bcs70_2012_flatfile.dta,1170,B9PEDQ07,PROXY:Qualification obtained: Other degree level qualification,dbl+lbl
42y,bcs70_2012_flatfile.dta,1171,B9PEDQ08,"PROXY:Qualification obtained: Higher degree (eg PhD, MSc)",dbl+lbl
42y,bcs70_2012_flatfile.dta,1172,B9PEDQ09,PROXY:Qualification obtained: Nursing or other para-medical qualification,dbl+lbl
42y,bcs70_2012_flatfile.dta,1173,B9PEDQ10,PROXY:Qualification obtained: PGCE - Post-graduate Certificate of Education,dbl+lbl
42y,bcs70_2012_flatfile.dta,1174,B9PEDQ11,PROXY:Qualification obtained: Other teaching qualification,dbl+lbl
42y,bcs70_2012_flatfile.dta,1175,B9PEDQ12,"PROXY:Qualification obtained: BTEC, BEC, TEC, SCOTBEC, SCOTEC, or SCOTVEC",dbl+lbl
42y,bcs70_2012_flatfile.dta,1176,B9PEDQ13,PROXY:Qualification obtained: City and Guilds qualification,dbl+lbl
42y,bcs70_2012_flatfile.dta,1177,B9PEDQ14,PROXY:Qualification obtained: RSA qualification,dbl+lbl
42y,bcs70_2012_flatfile.dta,1178,B9PEDQ15,PROXY:Qualification obtained: Pitmans qualifications,dbl+lbl
42y,bcs70_2012_flatfile.dta,1179,B9PEDQ16,PROXY:Qualification obtained: NVQ - National Vocational Qualification,dbl+lbl
42y,bcs70_2012_flatfile.dta,1180,B9PEDQ17,PROXY:Qualification obtained: GNVQ -General National Vocational Qualification,dbl+lbl
42y,bcs70_2012_flatfile.dta,1181,B9PEDQ18,PROXY:Qualification obtained: ONC/OND not covered elsewhere,dbl+lbl
42y,bcs70_2012_flatfile.dta,1182,B9PEDQ19,PROXY:Qualification obtained: HNC/HND not covered elsewhere,dbl+lbl
42y,bcs70_2012_flatfile.dta,1183,B9PEDQ20,PROXY:Qualification obtained: Recognised trade apprenticeship,dbl+lbl
42y,bcs70_2012_flatfile.dta,1184,B9PEDQ21,PROXY:Qualification obtained: Vocational Driving licence eg HGV,dbl+lbl
42y,bcs70_2012_flatfile.dta,1185,B9PEDQ22,PROXY:Qualification obtained: Other vocational qualification,dbl+lbl
42y,bcs70_2012_flatfile.dta,1186,B9PEDQ23,PROXY:Qualification obtained: Don't know,dbl+lbl
42y,bcs70_2012_flatfile.dta,1187,B9PEDQ24,PROXY:Qualification obtained: Refused,dbl+lbl
42y,bcs70_2012_flatfile.dta,1188,B9PLOIL,PROXY:Wh. CM has physical/mental health conditions/illnesses lasting 12 mths+,dbl+lbl
42y,bcs70_2012_flatfile.dta,1189,B9PLOLM,PROXY:Whether CM's conditions/illnesses reduce their ability to do activities,dbl+lbl
42y,bcs70_2012_flatfile.dta,1190,B9PLOLP,PROXY:Length time CM's ability to carry out day2day activities been reduced,dbl+lbl
42y,bcs70_2012_flatfile.dta,1191,B9PKHP01,PROXY:Health problems in last 4 years: Problems with eyesight,dbl+lbl
42y,bcs70_2012_flatfile.dta,1192,B9PKHP02,PROXY:Health problems in last 4 years: Asthma or wheezy bronchitis,dbl+lbl
42y,bcs70_2012_flatfile.dta,1193,B9PKHP03,PROXY:Health problems in last 4 yrs: Hay fever/persistent sneezing/runny nose,dbl+lbl
42y,bcs70_2012_flatfile.dta,1194,B9PKHP04,PROXY:Health problems in last 4 years: (Sugar) Diabetes,dbl+lbl
42y,bcs70_2012_flatfile.dta,1195,B9PKHP05,"PROXY:Health problems in last 4 years: Convulsion, fit, epileptic seizure",dbl+lbl
42y,bcs70_2012_flatfile.dta,1196,B9PKHP06,PROXY:Health problems in last 4 yrs: Recurrent backache & other back problems,dbl+lbl
42y,bcs70_2012_flatfile.dta,1197,B9PKHP07,PROXY:Health problems in last 4 years: Cancer or Leukaemia,dbl+lbl
42y,bcs70_2012_flatfile.dta,1198,B9PKHP08,PROXY:Health problems in last 4 years: Problems with hearing,dbl+lbl
42y,bcs70_2012_flatfile.dta,1199,B9PKHP09,PROXY:Health problems in last 4 years: High blood pressure,dbl+lbl
42y,bcs70_2012_flatfile.dta,1200,B9PKHP10,PROXY:Health problems in last 4 years: Migraine,dbl+lbl
42y,bcs70_2012_flatfile.dta,1201,B9PKHP11,PROXY:Health problems in last 4 years: Eczema or other skin problems,dbl+lbl
42y,bcs70_2012_flatfile.dta,1202,B9PKHP12,PROXY:Health problems in last 4 years: Chronic fatigue syndrome(ME),dbl+lbl
42y,bcs70_2012_flatfile.dta,1203,B9PKHP13,PROXY:Health problems in last 4 yrs:Problems with stomach/bowels/gall bladder,dbl+lbl
42y,bcs70_2012_flatfile.dta,1204,B9PKHP14,PROXY:Health problems in last 4 years: Problems with bladder or kidneys,dbl+lbl
42y,bcs70_2012_flatfile.dta,1205,B9PKHP15,PROXY:Health problems in last 4 years: Persistent cough/bringing up phlegm,dbl+lbl
42y,bcs70_2012_flatfile.dta,1206,B9PKHP16,PROXY:Health problems in last 4 years: Some form of liver disease,dbl+lbl
42y,bcs70_2012_flatfile.dta,1207,B9PKHP17,PROXY:Health problems in last 4 years: Arthritis,dbl+lbl
42y,bcs70_2012_flatfile.dta,1208,B9PKHP18,PROXY:Health problems in last 4 years: Coronary heart disease,dbl+lbl
42y,bcs70_2012_flatfile.dta,1209,B9PKHP19,PROXY:Health problems in last 4 years: Stroke,dbl+lbl
42y,bcs70_2012_flatfile.dta,1210,B9PKHP20,PROXY:Health problems in last 4 years: None,dbl+lbl
42y,bcs70_2012_flatfile.dta,1211,B9PKHP21,PROXY:Health problems in last 4 years: Don't know,dbl+lbl
42y,bcs70_2012_flatfile.dta,1212,B9PKHP22,PROXY:Health problems in last 4 years: Refused,dbl+lbl
42y,bcs70_2012_flatfile.dta,1213,B9PEYE01,PROXY:Problems with eyesight:  Myopia or 'short-sightedness',dbl+lbl
42y,bcs70_2012_flatfile.dta,1214,B9PEYE02,PROXY:Problems with eyesight:  Hypermetropia or 'long-sightedness',dbl+lbl
42y,bcs70_2012_flatfile.dta,1215,B9PEYE03,PROXY:Problems with eyesight:  Presbyopia,dbl+lbl
42y,bcs70_2012_flatfile.dta,1216,B9PEYE04,PROXY:Problems with eyesight:  Astigmatism,dbl+lbl
42y,bcs70_2012_flatfile.dta,1217,B9PEYE05,PROXY:Problems with eyesight:  Strabismus,dbl+lbl
42y,bcs70_2012_flatfile.dta,1218,B9PEYE06,PROXY:Problems with eyesight:  Amblyopia,dbl+lbl
42y,bcs70_2012_flatfile.dta,1219,B9PEYE07,PROXY:Problems with eyesight:  Diabetes associated eye disease,dbl+lbl
42y,bcs70_2012_flatfile.dta,1220,B9PEYE08,PROXY:Problems with eyesight:  Glaucoma,dbl+lbl
42y,bcs70_2012_flatfile.dta,1221,B9PEYE09,PROXY:Problems with eyesight:  Cataract,dbl+lbl
42y,bcs70_2012_flatfile.dta,1222,B9PEYE10,PROXY:Problems with eyesight:  Age related macular degeneration,dbl+lbl
42y,bcs70_2012_flatfile.dta,1223,B9PEYE11,PROXY:Problems with eyesight:  Visual disturbances,dbl+lbl
42y,bcs70_2012_flatfile.dta,1224,B9PEYE12,PROXY:Problems with eyesight:  Permanent loss of vision from injury,dbl+lbl
42y,bcs70_2012_flatfile.dta,1225,B9PEYE13,PROXY:Problems with eyesight:  Blindness or low vision,dbl+lbl
42y,bcs70_2012_flatfile.dta,1226,B9PEYE14,PROXY:Problems with eyesight:  Other eye problem,dbl+lbl
42y,bcs70_2012_flatfile.dta,1227,B9PEYE15,PROXY:Problems with eyesight:  Don't know,dbl+lbl
42y,bcs70_2012_flatfile.dta,1228,B9PEYE16,PROXY:Problems with eyesight:  Refused,dbl+lbl
42y,bcs70_2012_flatfile.dta,1229,B9PEYN01,PROXY:Whether has had Myopia Or 'short-sightedness' in one or both eyes,dbl+lbl
42y,bcs70_2012_flatfile.dta,1230,B9PEYN02,PROXY:Whether has had Hypermetropia Or 'long-sightedness' in one or both eyes,dbl+lbl
42y,bcs70_2012_flatfile.dta,1231,B9PEYN03,PROXY:Whether has had Presbyopia in one or both eyes,dbl+lbl
42y,bcs70_2012_flatfile.dta,1232,B9PEYN04,PROXY:Whether has had Astigmatism in one or both eyes,dbl+lbl
42y,bcs70_2012_flatfile.dta,1233,B9PEYN05,PROXY:Whether has had Strabismus in one or both eyes,dbl+lbl
42y,bcs70_2012_flatfile.dta,1234,B9PEYN06,PROXY:Whether has had Amblyopia in one or both eyes,dbl+lbl
42y,bcs70_2012_flatfile.dta,1235,B9PEYN07,PROXY:Whether has had Diabetes Associated Eye Disease in one or both eyes,dbl+lbl
42y,bcs70_2012_flatfile.dta,1236,B9PEYN08,PROXY:Whether has had Glaucoma in one or both eyes,dbl+lbl
42y,bcs70_2012_flatfile.dta,1237,B9PEYN09,PROXY:Whether has had Cataract(s) in one or both eyes,dbl+lbl
42y,bcs70_2012_flatfile.dta,1238,B9PEYN10,PROXY:Whether has had Age Related Macular Degeneration in one or both eyes,dbl+lbl
42y,bcs70_2012_flatfile.dta,1239,B9PEYN11,PROXY:Whether has had Visual Disturbances in one or both eyes,dbl+lbl
42y,bcs70_2012_flatfile.dta,1240,B9PEYN12,PROXY:Whether has had Permanent Loss Of Vision in one or both eyes,dbl+lbl
42y,bcs70_2012_flatfile.dta,1241,B9PEYN13,PROXY:Whether has had Blindness Or Low Vision in one or both eyes,dbl+lbl
42y,bcs70_2012_flatfile.dta,1242,B9PEYN14,PROXY:Whether has had other eye problem in one or both eyes,dbl+lbl
42y,bcs70_2012_flatfile.dta,1243,B9PHAYFV,PROXY:Whether CM has had hayfever or persistent runny nose/sneezing or both,dbl+lbl
42y,bcs70_2012_flatfile.dta,1244,B9PINSLN,PROXY:Whether CM currently inject insulin for diabetes,dbl+lbl
42y,bcs70_2012_flatfile.dta,1245,B9PAGENS,PROXY:Age of CM when first started injecting insulin for diabetes,dbl+lbl
42y,bcs70_2012_flatfile.dta,1246,B9PFITSM,PROXY:Wh. CM is on regular medication for convulsions/fits/epileptic seizures,dbl+lbl
42y,bcs70_2012_flatfile.dta,1247,B9PBKP01,PROXY:Back problems CM has had in last 4 years: Recurrent backache,dbl+lbl
42y,bcs70_2012_flatfile.dta,1248,B9PBKP02,PROXY:Back problems CM has had in last 4 years: Prolapsed disc,dbl+lbl
42y,bcs70_2012_flatfile.dta,1249,B9PBKP03,PROXY:Back problems CM has had in last 4 years: Sciatica,dbl+lbl
